tf,action,target
RELA,1.0,MAT2A
MAX,1.0,RPL11
ESR1,1.0,COL18A1
HIST1H2AC,1.0,KDM4B
HIST1H2AD,1.0,KDM4B
HIST1H2AB,1.0,KDM4B
HIST1H2AJ,1.0,KDM4B
ONECUT2,1.0,MITF
ELOA3D,1.0,BRCA1
ELOA3B,1.0,BRCA1
HNF4A,1.0,C1QTNF5
FBXO43,1.0,E2F2
FBXO43,1.0,E2F3
FBXO43,1.0,E2F1
HOXA5,1.0,ARHGEF1
CAD,1.0,MYC
HOXA9,1.0,ARHGEF1
MYC,1.0,CAD
NR3C1,-1.0,SERPINE1
TCF4,-1.0,MITF
MYB,1.0,CA1
HIST1H2BN,1.0,KDM4B
HIST1H2BO,1.0,KDM4B
HIST1H2BD,1.0,KDM4B
HIST1H2BB,1.0,KDM4B
HIST1H2BA,1.0,KDM4B
HIST1H2BL,1.0,KDM4B
HIST1H2BM,1.0,KDM4B
HIST1H2BJ,1.0,KDM4B
HIST1H2BK,1.0,KDM4B
HIST1H2BH,1.0,KDM4B
HIST1H2BG,1.0,KDM4B
TP53,-1.0,REEP5
SETBP1,-1.0,PTPA
TCF4,1.0,ABCB1
NR1H4,1.0,FABP6
ESRRA,1.0,CYP19A1
DUSP1,-1.0,MYC
TP63,1.0,YWHAQ
NR2F1,-1.0,SERPINC1
ZFHX3,-1.0,MUC5AC
CARM1,1.0,TFF1
CTNNB1,1.0,IGF2BP1
CARM1,1.0,KLK3
CARM1,1.0,KLK2
CNR1,-1.0,FOXO1
KLF6,1.0,PMAIP1
TFDP2,1.0,SUZ12
TFDP1,1.0,SUZ12
HNF4A,1.0,PCSK9
TP53,1.0,PDGFRB
RELA,-1.0,BAX
TP53,1.0,PCBP4
IL18RAP,1.0,IL13
MEF2A,1.0,NRF1
FOSB,1.0,CXCL8
GPNMB,1.0,MITF
MITF,1.0,GPNMB
PPID,1.0,CTNNB1
TP53,1.0,ATF3
SNAI2,1.0,MITF
ZNF224,-1.0,ALDOA
CARM1,1.0,GADD45A
GATA6,1.0,CYP17A1
EPAS1,1.0,SLC11A2
JUN,1.0,FABP4
CDC25A,1.0,NFYA
RELA,1.0,CCNB1
MDM2,-1.0,KLK3
DNMT1,1.0,TERT
FOS,1.0,TGFB1
EDNRA,1.0,CYSLTR1
EDNRA,1.0,CYSLTR2
NPC1,1.0,SREBF1
NPC1,1.0,SREBF2
HELZ2,1.0,ABCB4
HELZ2,1.0,ABCA1
NOTCH3,1.0,PLXND1
NOTCH1,1.0,PLXND1
PTGDR,1.0,CES3
PTGDR,1.0,CES1
PTGDR,1.0,CES2
A1BG,-1.0,A2M
ESR1,1.0,PISD
RYBP,1.0,CDC6
MEN1,-1.0,TERT
PPARA,1.0,PDK4
PPARD,1.0,PDK4
HSF1,1.0,MICB
HSF1,1.0,MICA
RXRA,1.0,ALAS1
SUPT5H,1.0,FANCI
STK11,1.0,MYC
RELA,1.0,CXCL12
RELA,1.0,CXCL10
AHR,1.0,IL6
TGFB1,-1.0,IFNG
CDX1,1.0,PTGS2
ZEB1,1.0,E2F1
ZNF217,-1.0,CDH1
H2BFS,1.0,CCND1
NR1H4,1.0,STK11
MSX2,-1.0,BCL2
RELA,1.0,CCND1
NPM1,1.0,GLI1
CCND1,1.0,RELA
RELA,1.0,CCND2
DDIT3,-1.0,ANKRD1
SMARCD3,1.0,CPT1A
EDN1,1.0,CYSLTR2
FOXO4,1.0,CREB1
EDN1,1.0,CYSLTR1
STAT4,-1.0,LMNB1
STAT3,1.0,VIM
VIP,1.0,STAT1
VIP,1.0,STAT3
ABCA3,1.0,NKX2-1
IKBKB,-1.0,CD44
JUN,1.0,STMN1
ARNT,1.0,NDRG1
SRF,1.0,UBE2S
ODC1,1.0,MYC
MYC,1.0,ODC1
HDGF,1.0,VEGFB
HDGF,1.0,VEGFA
KLF10,1.0,CDKN1A
ERG,1.0,ENG
CREBBP,1.0,TRIB3
NKX3-1,-1.0,CCND1
SNAI1,1.0,AR
SNAI2,1.0,AR
NCOA3,1.0,EBAG9
ESR1,1.0,CXXC5
HDAC2,-1.0,COL1A2
TAL1,-1.0,NFKB1
JUN,1.0,AFP
HELZ2,1.0,PLIN1
HELZ2,1.0,PLIN2
ZNF521,-1.0,BGLAP
ESR1,1.0,GPAM
MAX,1.0,ODC1
JAK2,1.0,CCL3
JAK2,1.0,CCL4
JAK2,1.0,CCL2
EGF,1.0,FOS
FOXQ1,1.0,RSPO2
NFKB1,-1.0,HOXA9
HOXA9,-1.0,NFKB1
SREBF1,1.0,PPARG
SREBF2,1.0,PPARG
H3F3B,1.0,KLK2
H3F3B,1.0,KLK3
JAK2,1.0,CCR5
EZH2,1.0,PCNA
PPARG,1.0,PCK1
AR,-1.0,BTG2
AR,-1.0,BTG1
PTGDR,1.0,CDC6
FOXP3,1.0,RSPO3
JAK2,1.0,CD3E
JMY,1.0,BAX
HLF,1.0,DBP
FOS,1.0,EZR
SLC26A2,1.0,CTNNB1
HIF1A,1.0,VIM
TAF12,1.0,CCND2
TAF10,1.0,CCND2
AR,1.0,TMPRSS2
ATF4,1.0,HERPUD1
JUN,-1.0,HLA-A
RRP1B,1.0,E2F1
JUN,1.0,UGT2B15
TP53,1.0,CRYAB
MAML1,-1.0,TNFRSF12A
MEOX2,1.0,CTNNB1
FANCI,1.0,ATM
ATM,1.0,FANCI
FANCI,1.0,ATR
ATR,1.0,FANCI
NKX3-2,1.0,SOX9
STAT3,1.0,GFAP
TBL1XR1,1.0,PPARA
NUPR1,-1.0,MSL1
XBP1,1.0,SEC31A
LEF1,1.0,MYCBP
MYCBP,1.0,LEF1
MED1,1.0,TRIB3
NFKB1,1.0,TRAF1
FOS,1.0,FAS
TFDP1,1.0,NRIP1
IL12RB1,1.0,IL6
ETV4,-1.0,ERBB2
FOSL1,1.0,DMTF1
WT1,-1.0,TBXA2R
PTGDR,1.0,TYMS
RORA,-1.0,NPSR1
CRY2,1.0,ARNTL
ARNTL,1.0,CRY2
CRY1,1.0,ARNTL
ARNTL,1.0,CRY1
CARM1,1.0,TXNRD1
STAT4,-1.0,TALDO1
MAX,-1.0,SERPINE1
CDK12,1.0,CHEK1
MYC,1.0,PDCD10
TP53,1.0,SCO2
SDC2,-1.0,CTNNB1
GATA6,1.0,SULT2A1
H2AFJ,1.0,CCND1
H2AFZ,1.0,CCND1
H2AFX,1.0,CCND1
JUN,1.0,CCK
H2AFV,1.0,CCND1
APCS,1.0,TP53
TP53,1.0,APCS
KIF2C,-1.0,E2F1
CBX7,-1.0,CCNE1
CISH,1.0,SOCS2
SOCS2,1.0,CISH
CISH,1.0,SOCS1
SOCS1,1.0,CISH
CDK11B,1.0,POU2F3
ZNF382,-1.0,CDK6
FLI1,1.0,MPL
AGRP,1.0,FOXO1
FOXO1,1.0,AGRP
IL2,1.0,MYC
ATF4,1.0,BGLAP
FOS,1.0,FASLG
NR1H4,1.0,INS
MYC,1.0,IGK
JUN,1.0,LIF
NCOR1,-1.0,NR1D1
CIITA,-1.0,COL1A2
CIITA,-1.0,COL1A1
SREBF1,-1.0,PDX1
MYBL2,1.0,CCNB1
MYBL2,1.0,CCNB2
SP1,1.0,TGFB1
EZH2,-1.0,HDAC1
NCOA1,1.0,ALAS1
HOXA10,1.0,IGFBP1
NCOA2,1.0,ALAS1
NCOA6,1.0,ALAS1
HLA-DRA,-1.0,GLI2
FZR1,1.0,IL6
HDAC7,-1.0,MEF2A
HDAC5,-1.0,MEF2A
SIRT1,-1.0,TBX3
HDAC9,-1.0,MEF2A
HDAC7,-1.0,MEF2C
HDAC7,-1.0,MEF2D
HDAC4,-1.0,MEF2A
TFDP2,1.0,CDKN2C
TFDP1,1.0,CDKN2C
CNTN2,1.0,GLI2
EP400,-1.0,CDKN1A
TFDP2,1.0,CDKN1B
TFDP1,1.0,CDKN1A
TFDP1,1.0,CDKN1B
TFDP2,1.0,CDKN1A
PGK1,1.0,HIF1A
HIF1A,1.0,PGK1
PAX5,1.0,FHL2
HIF1A,1.0,PGM1
RXRA,1.0,CPT2
JUN,1.0,CXCL8
SPI1,1.0,TLR4
RUNX3,1.0,CASP7
ABCA3,1.0,GATA6
RUNX3,1.0,CASP8
RUNX3,1.0,CASP2
RUNX3,1.0,CASP3
RUNX3,1.0,SPP1
IL18RAP,1.0,IFNG
RUNX1,1.0,SPI1
MYC,1.0,FUT3
MYB,1.0,IL7
JUN,1.0,LOR
JAK1,1.0,FOXO3
WWTR1,1.0,CCN2
GABPB1,1.0,TWNK
FOXO4,1.0,IGFBP1
FOXO3,1.0,IGFBP1
IGFBP1,1.0,FOXO1
IL13,1.0,ITGAX
IL13,1.0,ITGB2
IL13,1.0,ITGB1
IL13,1.0,ITGAM
IL1A,1.0,ITGA6
FOS,1.0,NR3C1
MZF1,1.0,PADI1
FGF10,1.0,PTF1A
JUN,1.0,MGP
RUNX3,1.0,BCL2L11
MNAT1,1.0,RAD51D
BRCA1,-1.0,FOXC1
BRCA1,-1.0,FOXC2
NCOA2,1.0,CD36
NCOA3,1.0,CD36
NCOA6,1.0,CD36
NCOA1,1.0,CD36
PTTG1,1.0,CDK1
ARNT,1.0,CYP1B1
SND1,1.0,LECT2
ARNT,1.0,CYP1A1
ATF4,1.0,CCL2
SALL4,1.0,ZEB1
HIF1A,1.0,PFKL
PFKL,1.0,HIF1A
MYCN,-1.0,GRHL1
TP73,1.0,PMAIP1
TP63,1.0,PMAIP1
RXRA,1.0,ACSL1
STAT3,1.0,PIM1
RBBP4,1.0,CCNB1
TP53,1.0,PMAIP1
RBBP4,1.0,CCNB2
JUN,1.0,MYB
FOXP3,-1.0,BRCA1
CREG1,-1.0,HSPA4
TFDP1,1.0,FBXO5
TFDP2,1.0,FBXO5
OTX2,1.0,IL6
EPCAM,1.0,CTNNB1
SIN3A,-1.0,KLK3
STAT3,1.0,PIAS3
FOXA2,1.0,IGFBP1
TP53,1.0,RPS27L
FEN1,1.0,GLI2
NR3C1,1.0,FGG
TGS1,1.0,UGT1A9
BRCA1,1.0,CHEK1
CHEK1,1.0,BRCA1
TBL1XR1,1.0,NPAS2
RNF187,1.0,PLAU
CEBPB,1.0,CDKN2B
MYB,1.0,KIT
TP53,1.0,NLRC4
CDKN1A,1.0,CEBPA
CEBPB,1.0,CDKN1A
SOX6,1.0,TP53
WT1,1.0,AMH
IL23R,1.0,IL1B
IL23A,1.0,IL24
SP1,1.0,EPO
SMARCD3,1.0,TIAM2
IL23R,1.0,IL19
IL1B,1.0,IL23A
IL23A,1.0,IL1B
IL6ST,1.0,IFNG
IL23A,1.0,IL19
IL10,1.0,IL1RN
CBFB,1.0,SMURF1
RELA,1.0,IL23A
IL13,1.0,MAOA
MAP2K3,-1.0,TNF
SP1,1.0,ENG
NPM1,-1.0,MYBL2
IL23R,1.0,IL24
LAMC2,1.0,CTNNB1
SIN3B,-1.0,TERT
TBL1X,1.0,CD36
SIN3A,-1.0,TERT
NFIB,1.0,CDKN1A
RELA,1.0,IL1RN
POU5F1,1.0,LEFTY1
MTA1,1.0,SNAI1
MTA1,1.0,SNAI2
RELA,1.0,IL17C
RELA,1.0,IL17A
NFKB1,-1.0,BHMT
ERBB4,1.0,CSN2
HIST2H3C,1.0,MYC
HOXA10,-1.0,EMX2
SP1,1.0,FAS
TGIF1,-1.0,SERPINE1
TGIF2,-1.0,SERPINE1
EGR2,-1.0,SCD5
NFYA,1.0,CDKN1B
NFYB,1.0,CDKN1B
GATA2,-1.0,PPARG
NFYC,1.0,CDKN1B
SP1,1.0,EZR
JUN,1.0,NTS
COPS5,1.0,EPO
ATF2,1.0,GADD45A
IL2RA,-1.0,IL2RG
IL2RB,-1.0,IL2RG
COL5A2,1.0,GLI2
CREB1,1.0,PPP2CA
FOXA1,-1.0,CFTR
FOXA2,-1.0,CFTR
IL2RG,1.0,TNFRSF9
DNMT1,-1.0,CXCR4
IL2RG,1.0,TNFRSF4
IL2RB,1.0,TNFRSF9
IL2RA,1.0,TNFRSF9
IL2RA,1.0,TNFRSF4
IL2RB,1.0,TNFRSF4
KHSRP,-1.0,CXCL8
TRPM1,1.0,MITF
MITF,1.0,TRPM1
FOS,1.0,SRR
SRF,1.0,FOS
XBP1,1.0,ACADVL
GABPA,1.0,TFAM
KAT5,1.0,KLK3
IL12B,1.0,IL24
SP3,1.0,FOS
DNMT3A,-1.0,CDKN1A
IL12B,1.0,IL1B
KAT5,1.0,TFF1
IL12B,1.0,IL19
RELA,1.0,IL12A
RELA,1.0,IL12B
MYB,1.0,LCK
LCK,1.0,MYC
RING1,-1.0,UXT
HDAC9,-1.0,HSPA5
HDAC1,-1.0,HSPA5
WWTR1,1.0,BGLAP
CDKN1A,-1.0,GLI2
MYCN,-1.0,SKP2
SREBF1,-1.0,PCK1
MYB,1.0,LYZ
TBP,1.0,FOS
SOX2,-1.0,MKI67
FOXI1,-1.0,CFTR
TFAP4,1.0,CDKN1A
LMO2,-1.0,CDH1
CALM2,1.0,CBLB
TP53,1.0,SPP1
SPDEF,-1.0,MMP9
RPS16,1.0,MYC
RPS19,1.0,MYC
RPS20,1.0,MYC
SNAI2,1.0,MMP9
SNW1,1.0,PLXND1
ANGPT4,-1.0,ANGPT2
ANGPT1,-1.0,ANGPT2
NR5A1,1.0,AMH
RXRA,1.0,ACOX1
ATF5,1.0,CYP2B6
TRPV3,1.0,AR
CREBBP,1.0,PSMC5
ERG,1.0,CXCR4
TP53,1.0,BCL2L14
TWIST1,1.0,BMI1
FOS,1.0,LBP
BCL2,1.0,TCF7
TP73,1.0,BCL2L11
TP53,-1.0,CCNB2
PML,1.0,BAX
TP53,-1.0,CCNB1
EZH2,-1.0,CIITA
HIF1A,-1.0,RECK
TRERF1,-1.0,LILRB4
TRERF1,-1.0,LILRB1
TRERF1,-1.0,LILRB2
TP53,-1.0,CCND1
TP73,-1.0,CCNB1
HDAC1,1.0,CLDN7
CREB1,1.0,CCND1
KAT2B,-1.0,CDK2
CRX,1.0,NR2E3
SUPT3H,1.0,CAD
FAM120B,1.0,ADIPOQ
JUN,1.0,HRK
FOS,1.0,CXCL8
PRKCH,-1.0,GLI1
EPHB3,1.0,CTNNB1
DR1,1.0,NR1I2
SUPT7L,1.0,CAD
SP1,1.0,RECQL4
E2F1,1.0,RAD51
RAD51,1.0,E2F1
IRF1,1.0,CYBB
IRF8,1.0,CYBB
PTTG1,1.0,TCF7L2
LMX1B,1.0,NLRP2
SMARCD3,1.0,TNFRSF21
CHD9,1.0,HMGCR
POLR2A,1.0,CHEK1
POLR2D,1.0,CHEK1
MLXIPL,1.0,PKLR
POLR2E,1.0,CHEK1
POLR2B,1.0,CHEK1
POLR2C,1.0,CHEK1
POLR2H,1.0,CHEK1
POLR2I,1.0,CHEK1
POLR2F,1.0,CHEK1
POLR2G,1.0,CHEK1
POLR2L,1.0,CHEK1
POLR2J,1.0,CHEK1
POLR2K,1.0,CHEK1
ESR1,1.0,CDKN1A
ESR2,1.0,CDKN1A
TBL1X,1.0,ACADM
ABL1,1.0,FOXO3
TP63,1.0,S100A2
CREM,-1.0,CCL4
TP73,1.0,S100A2
NR1H4,1.0,DCN
WDR5,1.0,GP1BA
NFKB1,1.0,SERPINE1
POU5F1,-1.0,BMP4
APH1A,1.0,HIF1A
IL12RB1,1.0,CD4
NFKB1,1.0,SERPINB1
TBL1X,1.0,TXNRD1
BHLHE40,1.0,NR1H2
BHLHE40,1.0,NR1H3
NR1H3,1.0,BHLHE40
ZNF175,-1.0,FOXD3
PPARGC1A,1.0,ARNTL
SUPT5H,1.0,ATM
SUPT5H,1.0,ATR
SREBF2,1.0,NFYA
CDKN2A,-1.0,PLK1
MITF,1.0,SERPINF1
SUPT16H,1.0,FANCD2
PIAS4,-1.0,SOCS1
TP53,-1.0,UHRF1
PML,1.0,HIPK2
TP53,1.0,S100A2
CDK1,-1.0,FOXO1
NR3C1,1.0,BAX
NR3C1,1.0,BAD
JUN,1.0,IL5
JUN,1.0,IL6
JUN,1.0,IL3
JUN,1.0,IL4
PPP2R4,-1.0,TP53
PARP1,1.0,E2F1
SP1,1.0,APC
SP1,1.0,APP
CDKN1A,-1.0,CTNNB1
FAM120B,1.0,PLIN1
CTNNB1,-1.0,CDKN2A
TGS1,1.0,PLIN2
NCOA6,1.0,TXNRD1
NCOA1,1.0,TXNRD1
NCOA2,1.0,TXNRD1
SSRP1,1.0,CDKN1A
NCOA2,1.0,ACADM
NCOA1,1.0,ACADM
HELZ2,1.0,ADIPOQ
NCOA6,1.0,ACADM
CDC25A,1.0,ESR1
SPI1,1.0,GATA1
CEBPA,1.0,HBP1
NF1,1.0,FOS
BCL3,-1.0,NFKB1
SF1,1.0,AMH
NFATC1,1.0,CD3G
STAT6,1.0,PIGR
BCL6,-1.0,NFKB1
NCOA1,1.0,CYP1A1
NCOA2,1.0,CYP1A1
NCOA6,1.0,CYP1A1
PPARGC1B,-1.0,RUNX2
MSX1,1.0,NOTCH3
IL23R,1.0,IFNG
E2F1,1.0,SERPINB5
HDAC2,1.0,ALOX5
HDAC3,1.0,ALOX5
SP1,1.0,BAX
IL23A,1.0,IFNG
TEF,1.0,ALB
DUSP1,1.0,E2F1
E2F1,1.0,DUSP1
TRRAP,1.0,MDM2
PRDM1,-1.0,CIITA
E2F4,1.0,HCFC1
HCFC1,1.0,E2F1
SP1,1.0,FMR1
NANOG,1.0,SALL1
CREB1,1.0,PPARGC1A
SMARCD3,1.0,ANKRD1
CYP8B1,1.0,SREBF1
SPDEF,1.0,KLK3
FOS,1.0,NTS
LRRFIP1,-1.0,EGFR
REST,-1.0,STAT1
GATA2,-1.0,CYBB
TCF3,-1.0,POU5F1
TP73,1.0,TP53I3
TP63,1.0,TP53I3
TP53,1.0,TP53I3
POU2F1,1.0,TMPRSS2
TSC22D1,1.0,CNP
CEBPA,1.0,HAMP
IRF7,1.0,CXCL10
HNF1A,1.0,HNF4A
IRF3,1.0,CXCL10
IRF1,1.0,CXCL10
HNF1A,1.0,HNF4G
TCF4,1.0,CNTNAP2
SVIL,1.0,KLK3
NFATC2,1.0,CTLA4
F2,-1.0,ANGPT2
F2,-1.0,ANGPT1
ATF2,1.0,CBFB
DAPK2,1.0,SP1
WT1,1.0,ODC1
HDAC9,-1.0,ESR1
HDAC7,-1.0,ESR1
HDAC1,-1.0,ESR1
IL12A,1.0,IFNG
IL12B,1.0,IFNG
SP1,1.0,CA9
PPARA,1.0,APOA5
PPARA,1.0,APOA2
PPARA,1.0,APOA1
KDR,1.0,S1PR1
BRCA1,-1.0,AREG
MAF,1.0,IL4
ABL1,1.0,CSF1
DLX5,1.0,IBSP
ATF6,1.0,CALR
CALR,1.0,ATF6
BTF3,-1.0,MADCAM1
TGS1,1.0,ABCB4
CRX,1.0,RS1
LIN9,-1.0,CDC6
SP1,1.0,BSG
TGS1,1.0,ABCA1
SP3,1.0,BSG
POU5F1,-1.0,TBXT
CREBBP,1.0,HES5
CREBBP,1.0,HEY1
CREBBP,1.0,HEY2
JUN,1.0,HES1
KAT2B,1.0,ITGA2B
NTSR1,1.0,TCF7L2
CREBBP,1.0,HEYL
HNF1B,1.0,UMOD
TFDP2,1.0,XRCC1
TFDP1,1.0,XRCC1
KAT2A,1.0,TERT
FOXM1,1.0,TGFA
FOXO3,1.0,GADD45A
GADD45A,1.0,FOXO3
FOXO4,1.0,GADD45A
FOXO1,1.0,GADD45A
JUN,1.0,HEY1
HEY1,1.0,JUN
POU3F2,-1.0,PDE5A
CDX2,1.0,ACAT2
JUN,1.0,COL1A2
MYB,-1.0,CSF1R
DNMT1,-1.0,RB1
MYB,-1.0,CSF3R
WT1,1.0,SMAD3
ZNF202,-1.0,POMGNT1
SP3,-1.0,SOX18
HES6,1.0,NEUROG3
HELZ2,1.0,HMGCS1
ESR1,-1.0,CD24
HELZ2,1.0,HMGCS2
HNF1A,1.0,UGT1A8
HNF1A,1.0,UGT1A1
HNF1A,1.0,UGT1A9
SP1,1.0,HBEGF
SP3,1.0,HBEGF
SIN3A,-1.0,E2F1
MYC,-1.0,JUNB
ZNF382,-1.0,IKBKE
RELA,-1.0,COL1A2
COL1A1,-1.0,RELA
SNAI2,1.0,POU5F1
ZFPM1,1.0,GP1BA
CHEK1,1.0,ATM
ATM,1.0,CHEK1
CHEK1,1.0,ATR
ATR,1.0,CHEK1
FOXO1,-1.0,EGR1
NFKBIA,-1.0,NFKB1
SIRT1,-1.0,DLL4
MYOG,1.0,MYEF2
FOXA1,1.0,TFF3
FOXA1,1.0,TFF1
IKBKB,-1.0,VCAM1
RUNX3,-1.0,CCND1
GCLC,-1.0,ATF3
KLF2,1.0,FOXO1
FOXO3,1.0,KLF4
FOXO1,1.0,KLF4
TWIST1,-1.0,PFDN4
TWIST2,-1.0,PFDN4
PML,1.0,IFNB1
GFI1,-1.0,CDKN1A
MAMLD1,1.0,MYC
E2F1,1.0,TNFSF11
TNFSF11,1.0,E2F1
FOXA2,1.0,TFRC
FOXA3,1.0,TFRC
ATF1,1.0,MITF
EZH2,-1.0,TP53
TP53,-1.0,EZH2
TRIM28,-1.0,CDKN1B
SPI1,1.0,ITGAM
SPI1,1.0,ITGB2
AATF,-1.0,CTNNB1
UGT2B7,1.0,HNF1A
HNF1A,1.0,UGT2B7
HELZ2,1.0,UGT1A9
MYC,1.0,LIN28B
RELA,-1.0,COL2A1
SMAD3,1.0,VDR
MYBL2,-1.0,CTNNB1
LHX2,-1.0,ROBO2
LHX2,-1.0,ROBO1
TP53,1.0,GSTP1
NELFCD,1.0,RAD51D
SREBF1,-1.0,APOA5
STAT5A,1.0,CDKN1A
DNMT3A,-1.0,IGFBP3
HNF4A,1.0,RNASE2
FOXA1,1.0,KLK3
NFKBIA,-1.0,ICAM1
CHD9,1.0,SULT2A1
TP63,1.0,CHUK
BRCA1,-1.0,CTSD
RFX5,-1.0,COL1A2
ZBTB16,1.0,CXCR4
CTNNB1,1.0,VIM
MAX,-1.0,CSDE1
CEBPB,1.0,IRF4
CEBPB,1.0,IRF9
TGS1,1.0,ACSL1
PPARG,-1.0,CIITA
HIF1A,1.0,TIMP2
RUNX3,-1.0,WNT4
TIMP1,1.0,HIF1A
BRCA1,-1.0,S100A7
ARNTL,1.0,KLF15
SSB,1.0,LAMB1
LEF1,1.0,KRT1
CSDE1,-1.0,MYC
MYC,-1.0,CSDE1
EZH2,-1.0,RUNX3
TAF9,1.0,CCND2
AGO2,-1.0,MECP2
AGO3,-1.0,MECP2
AGO1,-1.0,MECP2
AGO4,-1.0,MECP2
CHD9,1.0,ACADM
MAP3K5,1.0,E2F3
MAP3K5,1.0,E2F4
MAP3K5,1.0,E2F1
E2F1,1.0,MAP3K5
MAP3K5,1.0,E2F2
CREBBP,1.0,CPT1A
TGS1,1.0,CPT2
EP300,-1.0,LAMA3
JUNB,-1.0,LOR
IL4,1.0,COL1A2
CREBBP,1.0,CDKN1A
CLOCK,1.0,TIMELESS
GATA2,1.0,MS4A2
POU5F1,1.0,ZIC3
E2F1,1.0,DROSHA
CBX7,1.0,CDH1
CCNC,1.0,CD36
NCOA3,1.0,E2F1
HMOX1,1.0,NFKB1
TYK2,1.0,ALOX12B
IRF3,-1.0,PURA
PURA,-1.0,IRF3
AKT1,-1.0,PCK2
NFIC,1.0,IRS2
PROX1,-1.0,IFNG
DCAF6,1.0,SP1
PTTG1,1.0,E2F1
ATG7,1.0,E2F1
E2F1,1.0,ATG5
FAM120B,1.0,CD36
PLTP,1.0,GLI1
NFYA,1.0,FDFT1
NFYB,1.0,FDFT1
NFYC,1.0,FDFT1
MBD1,-1.0,MGMT
LMO4,-1.0,BRCA1
KAT2A,1.0,GADD45A
REST,-1.0,LIN28A
MED1,1.0,GRHL1
IFI16,1.0,WT1
CDKN2A,-1.0,VDR
KLF13,-1.0,LDLR
FOXM1,1.0,BTG2
FOXO3,1.0,BTG1
KAT2B,1.0,TFF1
ERBB4,1.0,MXD4
GLI3,-1.0,PTHLH
BCL6,-1.0,XBP1
ZBTB17,-1.0,DDIT3
JUNB,-1.0,IL6
TP53,-1.0,RASSF1
STAT1,1.0,IL12RB2
NR1I2,1.0,THRSP
ROCK1,-1.0,LEF1
RELA,-1.0,EPCAM
SP1,1.0,SMAD7
NKX3-1,-1.0,AR
RETN,1.0,CEBPA
GJA1,1.0,CTNNB1
FOSL1,1.0,THBD
POU5F1,-1.0,GATA6
HOXA1,1.0,BCL2
GLI1,1.0,GLI2
GLI2,1.0,GLI1
TBL1XR1,1.0,FHL2
MED13L,1.0,ANGPTL4
SMAD3,1.0,TRIM63
SMAD4,1.0,TRIM63
SMAD2,1.0,TRIM63
TP53,1.0,CAV1
CAV1,1.0,TP53
NOS2,-1.0,TP53
PTTG1,1.0,CDC42
EPAS1,1.0,MSC
TP53,1.0,BGLAP
STAT6,1.0,IGHG1
NR3C1,1.0,PTK6
ELF3,1.0,RELA
STAT6,1.0,IGHG4
STAT6,1.0,IGHG3
CRTC1,1.0,MMP1
EP300,1.0,PCK1
NCOA1,1.0,ADIPOQ
NCOA2,1.0,ADIPOQ
NCOA3,1.0,ADIPOQ
MAP3K4,-1.0,GLI2
JUN,1.0,HBG2
NR3C1,-1.0,ATF2
SNAI2,1.0,CXCL12
TP53,1.0,CCNK
TFDP2,-1.0,CBX5
TFDP1,-1.0,CBX5
YY1,1.0,SURF2
YY1,1.0,SURF1
SMAD3,1.0,PTPN20
SP1,1.0,PRM1
AR,1.0,HMOX1
CITED2,1.0,PITX2
SMAD3,1.0,PTPN23
SMAD3,1.0,PTPN18
SMAD3,1.0,PTPN14
SMAD3,1.0,PTPN12
SMAD3,1.0,PTPN13
SMAD3,1.0,PTPN11
SP1,1.0,PRNP
LIN37,1.0,PLK1
NFKB1,1.0,TNFSF10
MYCN,1.0,HDAC2
TP53,1.0,CD82
NCOR1,1.0,AR
NCOR2,1.0,AR
ZFP36,1.0,SMAD3
LIN54,1.0,PLK1
ZFP36,1.0,SMAD4
LIN52,1.0,PLK1
SH3GLB1,-1.0,GLI1
CEBPA,1.0,IL6R
FOXL1,1.0,BMP4
ZNFX1,-1.0,TERT
JAK2,-1.0,EOMES
CEBPB,1.0,IL1B
ATF2,1.0,TH
TRRAP,1.0,NME1
NCOA4,1.0,AR
JAG1,-1.0,GLI2
SNAI1,-1.0,CXADR
SNAI2,-1.0,CXADR
MED30,1.0,PCK1
MED31,1.0,PCK1
MED26,1.0,PCK1
MED27,1.0,PCK1
MED24,1.0,PCK1
MED25,1.0,PCK1
MED28,1.0,PCK1
MED29,1.0,PCK1
MED22,1.0,PCK1
MED23,1.0,PCK1
MED20,1.0,PCK1
MED21,1.0,PCK1
MED15,1.0,PCK1
MED16,1.0,PCK1
MED13,1.0,PCK1
MED14,1.0,PCK1
MED19,1.0,PCK1
MED17,1.0,PCK1
MED18,1.0,PCK1
SP1,-1.0,TNFSF10
MED11,1.0,PCK1
MED12,1.0,PCK1
MED10,1.0,PCK1
SOX2,1.0,ITGA6
TP73,1.0,CDK6
NFKB1,1.0,SELE
NFKB2,1.0,SELP
ZYX,1.0,CTNNB1
HDAC7,1.0,VEGFA
GATA3,-1.0,HSD17B1
HMGA1,-1.0,XPA
YY1,1.0,HSPA5
CLOCK,1.0,STAR
HOXA10,-1.0,MYCN
TGIF1,-1.0,SOX3
MAX,1.0,LIN28B
NTRK2,-1.0,GLI1
CREB5,-1.0,RASGRP3
BGLAP,1.0,RUNX2
JUNB,1.0,ITGB4
AKT1,1.0,TCF7L2
RUNX2,1.0,SMURF1
ESR1,-1.0,TP53
SMAD3,-1.0,SMAD7
CEBPA,1.0,INSR
CEBPB,1.0,INSR
CDK11B,1.0,ETS1
CDK11A,1.0,ETS1
ZBTB17,1.0,SLC11A1
ZEB2,1.0,POU5F1
ZEB1,1.0,POU5F1
FOS,-1.0,SPI1
